1	1	N3I	NSF	13442	Ὅρασις	ὁρασις	ορασις	ὅρασις	O/(rasij	o(rasij	orasij	o/(rasij	o(/rasij			,	O(/RASIS	O(/RASIS
41	19	N1	ASF	13570	γῆν	γην	γην	γῆ	gh~n	ghn	ghn	gh~	gh=				GH=N	GH=
41	19	N2	ASF	13570	κέδρον	κεδρον	κεδρον	κέδρος	ke/dron	kedron	kedron	ke/droj	ke/droj				KE/DRON	KE/DROS
41	19	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	19	N2	ASF	13570	πύξον	πυξον	πυξον	πύξος	pu/con	pucon	pucon	pu/coj	pu/coj				PU/CON	PU/COS
41	19	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	19	N1	ASF	13570	μυρσίνην	μυρσινην	μυρσινην	μυρσίνη	mursi/nhn	mursinhn	mursinhn	mursi/nh	mursi/nh				MURSI/NHN	MURSI/NH
41	19	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	19	N2	ASF	13570	κυπάρισσον	κυπαρισσον	κυπαρισσον	κυπάρισσος	kupa/risson	kuparisson	kuparisson	kupa/rissoj	kupa/rissoj				KUPA/RISSON	KUPA/RISSOS
41	19	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	19	A1	ASF	13571	λεύκην	λευκην	λευκην	λευκός	leu/khn	leukhn	leukhn	leuko/j	leuko/j			,	LEU/KHN	LEUKO/S
41	20	C		4	ἵνα	ἱνα	ινα	ἵνα	i/(na	i(na	ina	i/(na	i(/na				I(/NA	I(/NA
41	20	VB	AAS3P	895745	ἴδωσιν	ἰδωσιν	ιδωσιν	ὁράω	i/)dwsin	i)dwsin	idwsin	o(ra/w	o(ra/w				I)/DWSIN	O(RA/W
41	20	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	20	VZ	AAS3P	895745	γνῶσιν	γνωσιν	γνωσιν	γινώσκω	gnw~sin	gnwsin	gnwsin	ginw/skw	ginw/skw				GNW=SIN	GIGNW/SKW
41	20	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	20	VC	APS3P	903937	ἐννοηθῶσιν	ἐννοηθωσιν	εννοηθωσιν	ἐννοέω	e)nnohqw~sin	e)nnohqwsin	ennohqwsin	e)nnoe/w	e)nnoe/w				E)NNOHQW=SIN	NOE/W            E)N
41	20	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	20	V6	PMS3P	898305	ἐπιστῶνται	ἐπιστωνται	επιστωνται	ἐφίστημι	e)pistw~ntai	e)pistwntai	epistwntai	e)fi/sthmi	e)fi/sthmi				E)PISTW=NTAI	I(/STHMI         E)PI
41	20	D		9	ἅμα	ἁμα	αμα	ἅμα	a/(ma	a(ma	ama	a/(ma	a(/ma				A(/MA	A(/MA
41	20	C		4	ὅτι	ὁτι	οτι	ὅτι	o/(ti	o(ti	oti	o/(ti	o(/ti				O(/TI	O(/TI
41	20	N3	NSF	13442	χεὶρ	χειρ	χειρ	χείρ	xei\r	xeir	xeir	xei/r	xei/r				XEI\R	XEI/R
41	20	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος	kuri/ou	kuriou	kuriou	ku/rioj	ku/rioj				KURI/OU	KU/RIOS
41	20	VAI	AAI3S	633473	ἐποίησεν	ἐποιησεν	εποιησεν	ποιέω	e)poi/hsen	e)poihsen	epoihsen	poie/w	poie/w				E)POI/HSEN	POIE/W
41	20	RD	APN	11	ταῦτα	ταυτα	ταυτα	οὗτος	tau~ta	tauta	tauta	ou~(toj	ou(=toj				TAU=TA	OU(=TOS
41	20	A3	APN	18179	πάντα	παντα	παντα	πᾶς	pa/nta	panta	panta	pa~j	pa=j				PA/NTA	PA=S
41	20	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	20	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(	o(				O(	O(
41	20	A1A	NSM	9347	ἅγιος	ἁγιος	αγιος	ἅγιος	a/(gioj	a(gioj	agioj	a/(gioj	a(/gioj				A(/GIOS	A(/GIOS
41	20	RA	GSM	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
41	20	N	GSM	9538	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	Israhl	israhl	israhl	I)srah/l	I)srah/l				*ISRAHL	*I)SRAH/L
41	20	VAI	AAI3S	633473	κατέδειξεν	κατεδειξεν	κατεδειξεν	καταδείκνυμι	kate/deicen	katedeicen	katedeicen	katadei/knumi	katadei/knumi			.	KATE/DEICEN	DEIKNU/W         KATA
41	21	V1	PAI3S	631937	Ἐγγίζει	ἐγγιζει	εγγιζει	ἐγγίζω	E)ggi/zei	e)ggizei	eggizei	e)ggi/zw	e)ggi/zw				E)GGI/ZEI	E)GGI/ZW
41	21	RA	NSF	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(	o(				H(	O(
41	21	N3I	NSF	13442	κρίσις	κρισις	κρισις	κρίσις	kri/sij	krisij	krisij	kri/sij	kri/sij				KRI/SIS	KRI/SIS
41	21	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw~n	u(mwn	umwn	u(mw~n	u(mw=n			,	U(MW=N	SU/
41	21	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gei	legei	legei	le/gw	le/gw				LE/GEI	LE/GW
41	21	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj	ku/rioj				KU/RIOS	KU/RIOS
41	21	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(	o(				O(	O(
41	21	N2	NSM	9346	θεός	θεος	θεος	θεός	qeo/j	qeoj	qeoj	qeo/j	qeo/j			·	QEO/S	QEO/S
41	21	VAI	AAI3P	895617	ἤγγισαν	ἠγγισαν	ηγγισαν	ἐγγίζω	h/)ggisan	h)ggisan	hggisan	e)ggi/zw	e)ggi/zw				H)/GGISAN	E)GGI/ZW
41	21	RA	NPF	10	αἱ	αἱ	αι	ὁ	ai(	ai(	ai	o(	o(				AI(	O(
41	21	N1	NPF	13954	βουλαὶ	βουλαι	βουλαι	βουλή	boulai\	boulai	boulai	boulh/	boulh/				BOULAI\	BOULH/
41	21	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw~n	u(mwn	umwn	u(mw~n	u(mw=n			,	U(MW=N	SU/
41	21	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gei	legei	legei	le/gw	le/gw				LE/GEI	LE/GW
41	21	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(	o(				O(	O(
41	21	N3V	NSM	9346	βασιλεὺς	βασιλευς	βασιλευς	βασιλεύς	basileu\j	basileuj	basileuj	basileu/j	basileu/j				BASILEU\S	BASILEU/S
41	21	N	GSM	9538	Ιακωβ	ιακωβ	ιακωβ	Ἰακώβ	Iakwb	iakwb	iakwb	I)akw/b	I)akw/b			.	*IAKWB	*I)AKW/B
41	22	VA	AAD3P	895681	ἐγγισάτωσαν	ἐγγισατωσαν	εγγισατωσαν	ἐγγίζω	e)ggisa/twsan	e)ggisatwsan	eggisatwsan	e)ggi/zw	e)ggi/zw				E)GGISA/TWSAN	E)GGI/ZW
41	22	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	22	VA	AAD3P	895681	ἀναγγειλάτωσαν	ἀναγγειλατωσαν	αναγγειλατωσαν	ἀναγγέλλω	a)naggeila/twsan	a)naggeilatwsan	anaggeilatwsan	a)nagge/llw	a)nagge/llw				A)NAGGEILA/TWSAN	A)GGE/LLW        A)NA
41	22	RP	DP	13	ὑμῖν	ὑμιν	υμιν	ὑμῖν	u(mi~n	u(min	umin	u(mi~n	u(mi=n				U(MI=N	SU/
41	22	RR	APN	14	ἃ	ἁ	α	ὅς	a\(	a(	a	o/(j	o(/j				A(\	O(/S
41	22	VF	FMI3S	637057	συμβήσεται	συμβησεται	συμβησεται	συμβαίνω	sumbh/setai	sumbhsetai	sumbhsetai	sumbai/nw	sumbai/nw			,	SUMBH/SETAI	BAI/NW           SUN
41	22	C		4	ἢ	ἠ	η	ἤ	h\)	h)	h	h/)	h)/				H)\	H)/
41	22	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
41	22	A1A	APN	18179	πρότερα	προτερα	προτερα	πρότερος	pro/tera	protera	protera	pro/teroj	pro/teroj				PRO/TERA	PRO/TEROS
41	22	RI	APN	12	τίνα	τινα	τινα	τίς	ti/na	tina	tina	ti/j	ti/j				TI/NA	TI/S
41	22	V9	IAI3S	632449	ἦν	ἠν	ην	εἰμί	h~)n	h)n	hn	ei)mi/	ei)mi/				H)=N	EI)MI/
41	22	VAI	AAI2P	895617	εἴπατε	εἰπατε	ειπατε	ἔπω	ei/)pate	ei)pate	eipate	e/)pw	e)/pw			,	EI)/PATE	EI)=PON
41	22	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	22	VF	FAI1P	862337	ἐπιστήσομεν	ἐπιστησομεν	επιστησομεν	ἐφίστημι	e)pisth/somen	e)pisthsomen	episthsomen	e)fi/sthmi	e)fi/sthmi				E)PISTH/SOMEN	I(/STHMI         E)PI
41	22	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
41	22	N2	ASM	9474	νοῦν	νουν	νουν	νοῦς	nou~n	noun	noun	nou~j	nou=j				NOU=N	NOU=S
41	22	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	22	VF	FMI1P	866433	γνωσόμεθα	γνωσομεθα	γνωσομεθα	γινώσκω	gnwso/meqa	gnwsomeqa	gnwsomeqa	ginw/skw	ginw/skw				GNWSO/MEQA	GIGNW/SKW
41	22	RI	ASN	12	τί	τι	τι	τίς	ti/	ti	ti	ti/j	ti/j				TI/	TI/S
41	22	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
41	22	A1	APN	18179	ἔσχατα	ἐσχατα	εσχατα	ἔσχατος	e/)sxata	e)sxata	esxata	e/)sxatoj	e)/sxatoj			,	E)/SXATA	E)/SXATOS
41	22	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	22	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
41	22	V1	PMPAPN	9319873	ἐπερχόμενα	ἐπερχομενα	επερχομενα	ἐπέρχομαι	e)perxo/mena	e)perxomena	eperxomena	e)pe/rxomai	e)pe/rxomai				E)PERXO/MENA	E)/RXOMAI        E)PI
41	22	VAI	AAI2P	895617	εἴπατε	εἰπατε	ειπατε	ἔπω	ei/)pate	ei)pate	eipate	e/)pw	e)/pw				EI)/PATE	EI)=PON
41	22	RP	DP	13	ἡμῖν	ἡμιν	ημιν	ἡμῖν	h(mi~n	h(min	hmin	h(mi~n	h(mi=n			.	H(MI=N	E)GW/
41	23	VA	AAD2P	895681	ἀναγγείλατε	ἀναγγειλατε	αναγγειλατε	ἀναγγέλλω	a)naggei/late	a)naggeilate	anaggeilate	a)nagge/llw	a)nagge/llw				A)NAGGEI/LATE	A)GGE/LLW        A)NA
41	23	RP	DP	13	ἡμῖν	ἡμιν	ημιν	ἡμῖν	h(mi~n	h(min	hmin	h(mi~n	h(mi=n				H(MI=N	E)GW/
41	23	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
41	23	V1	PMPAPN	9319873	ἐπερχόμενα	ἐπερχομενα	επερχομενα	ἐπέρχομαι	e)perxo/mena	e)perxomena	eperxomena	e)pe/rxomai	e)pe/rxomai				E)PERXO/MENA	E)/RXOMAI        E)PI
41	23	P		8	ἐπ	ἐπ	επ	ἐπί	e)p	e)p	ep	e)pi/	e)pi/				E)P'	E)PI/
41	23	A1	GSM	9539	ἐσχάτου	ἐσχατου	εσχατου	ἔσχατος	e)sxa/tou	e)sxatou	esxatou	e/)sxatoj	e)/sxatoj			,	E)SXA/TOU	E)/SXATOS
41	23	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	23	VF	FMI1P	866433	γνωσόμεθα	γνωσομεθα	γνωσομεθα	γινώσκω	gnwso/meqa	gnwsomeqa	gnwsomeqa	ginw/skw	ginw/skw				GNWSO/MEQA	GIGNW/SKW
41	23	C		4	ὅτι	ὁτι	οτι	ὅτι	o/(ti	o(ti	oti	o/(ti	o(/ti				O(/TI	O(/TI
41	23	N2	NPM	9858	θεοί	θεοι	θεοι	θεός	qeoi/	qeoi	qeoi	qeo/j	qeo/j				QEOI/	QEO/S
41	23	V9	PAI2P	894081	ἐστε	ἐστε	εστε	εἰμί	e)ste	e)ste	este	ei)mi/	ei)mi/			·	E)STE	EI)MI/
41	23	D		9	εὖ	εὐ	ευ	εὖ	eu~)	eu)	eu	eu~)	eu)=				EU)=	EU)=
41	23	VA	AAD2P	895681	ποιήσατε	ποιησατε	ποιησατε	ποιέω	poih/sate	poihsate	poihsate	poie/w	poie/w				POIH/SATE	POIE/W
41	23	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	23	VA	AAD2P	895681	κακώσατε	κακωσατε	κακωσατε	κακόω	kakw/sate	kakwsate	kakwsate	kako/w	kako/w			,	KAKW/SATE	KAKO/W
41	23	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	23	VF	FMI1P	866433	θαυμασόμεθα	θαυμασομεθα	θαυμασομεθα	θαυμάζω	qaumaso/meqa	qaumasomeqa	qaumasomeqa	qauma/zw	qauma/zw				QAUMASO/MEQA	QAUMA/ZW
41	23	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	23	VF	FMI1P	866433	ὀψόμεθα	ὀψομεθα	οψομεθα	ὁράω	o)yo/meqa	o)yomeqa	oyomeqa	o(ra/w	o(ra/w				O)YO/MEQA	O(RA/W
41	23	D		9	ἅμα	ἁμα	αμα	ἅμα	a/(ma	a(ma	ama	a/(ma	a(/ma			·	A(/MA	A(/MA
41	24	C		4	ὅτι	ὁτι	οτι	ὅτι	o/(ti	o(ti	oti	o/(ti	o(/ti				O(/TI	O(/TI
41	24	D		9	πόθεν	ποθεν	ποθεν	πόθεν	po/qen	poqen	poqen	po/qen	po/qen				PO/QEN	PO/QEN
41	24	V9	PAI2P	894081	ἐστὲ	ἐστε	εστε	εἰμί	e)ste\	e)ste	este	ei)mi/	ei)mi/				E)STE\	EI)MI/
41	24	RP	NP	13	ὑμεῖς	ὑμεις	υμεις	ὑμεῖς	u(mei~j	u(meij	umeij	u(mei~j	u(mei=j				U(MEI=S	SU/
41	24	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	24	D		9	πόθεν	ποθεν	ποθεν	πόθεν	po/qen	poqen	poqen	po/qen	po/qen				PO/QEN	PO/QEN
41	24	RA	NSF	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(	o(				H(	O(
41	24	N1A	NSF	13442	ἐργασία	ἐργασια	εργασια	ἐργασία	e)rgasi/a	e)rgasia	ergasia	e)rgasi/a	e)rgasi/a				E)RGASI/A	E)RGASI/A
41	24	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw~n	u(mwn	umwn	u(mw~n	u(mw=n			;	U(MW=N	SU/
41	24	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k	e)k	ek	e)k	e)k				E)K	E)K
41	24	N1	GSF	13634	γῆς	γης	γης	γῆ	gh~j	ghj	ghj	gh~	gh=			·	GH=S	GH=
41	24	N3M	ASN	17666	βδέλυγμα	βδελυγμα	βδελυγμα	βδέλυγμα	bde/lugma	bdelugma	bdelugma	bde/lugma	bde/lugma				BDE/LUGMA	BDE/LUGMA
41	24	VAI	AMI3P	899713	ἐξελέξαντο	ἐξελεξαντο	εξελεξαντο	ἐκλέγω	e)cele/canto	e)celecanto	ecelecanto	e)kle/gw	e)kle/gw				E)CELE/CANTO	LE/GW            E)K
41	24	RP	AP	13	ὑμᾶς	ὑμας	υμας	ὑμᾶς	u(ma~j	u(maj	umaj	u(ma~j	u(ma=j			.	U(MA=S	SU/
41	25	RP	NS	13	ἐγὼ	ἐγω	εγω	ἐγώ	e)gw\	e)gw	egw	e)gw/	e)gw/				E)GW\	E)GW/
41	25	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
41	25	VAI	AAI1S	600705	ἤγειρα	ἠγειρα	ηγειρα	ἐγείρω	h/)geira	h)geira	hgeira	e)gei/rw	e)gei/rw				H)/GEIRA	A)GEI/RW
41	25	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
41	25	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po\	a)po	apo	a)po/	a)po/				A)PO\	A)PO/
41	25	N1T	GSM	9538	βορρᾶ	βορρα	βορρα	βορρᾶς	borra~	borra	borra	borra~j	borra=j				BORRA=	BORE/AS
41	25	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	25	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
41	25	P		8	ἀφ	ἀφ	αφ	ἀπό	a)f	a)f	af	a)po/	a)po/				A)F'	A)PO/
41	25	N2	GSM	9538	ἡλίου	ἡλιου	ηλιου	ἥλιος	h(li/ou	h(liou	hliou	h/(lioj	h(/lioj				H(LI/OU	H(/LIOS
41	25	N1	GPF	14146	ἀνατολῶν	ἀνατολων	ανατολων	ἀνατολή	a)natolw~n	a)natolwn	anatolwn	a)natolh/	a)natolh/			,	A)NATOLW=N	A)NATOLH/
41	25	VC	FPI3P	903297	κληθήσονται	κληθησονται	κληθησονται	καλέω	klhqh/sontai	klhqhsontai	klhqhsontai	kale/w	kale/w				KLHQH/SONTAI	KALE/W
41	25	RA	DSN	10	τῷ	τω	τω	ὁ	tw~|	tw	tw	o(	o(				TW=|	O(
41	25	N3M	DSN	17794	ὀνόματί	ὀνοματι	ονοματι	ὄνομα	o)no/mati/	o)nomati	onomati	o/)noma	o)/noma				O)NO/MATI/	O)/NOMA
41	25	RP	GS	13	μου	μου	μου	μου	mou	mou	mou	mou	mou			·	MOU	E)GW/
41	25	V1	PMD3P	898241	ἐρχέσθωσαν	ἐρχεσθωσαν	ερχεσθωσαν	ἔρχομαι	e)rxe/sqwsan	e)rxesqwsan	erxesqwsan	e/)rxomai	e)/rxomai				E)RXE/SQWSAN	E)/RXOMAI
41	25	N3	NPM	9858	ἄρχοντες	ἀρχοντες	αρχοντες	ἄρχων	a/)rxontej	a)rxontej	arxontej	a/)rxwn	a)/rxwn			,	A)/RXONTES	A)/RXWN
41	25	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	25	D		9	ὡς	ὡς	ως	ὥς	w(j	w(j	wj	w/(j	w(/j				W(S	W(S
41	25	N2	NSM	9346	πηλὸς	πηλος	πηλος	πηλός	phlo\j	phloj	phloj	phlo/j	phlo/j				PHLO\S	PHLO/S
41	25	N3V	GSM	9538	κεραμέως	κεραμεως	κεραμεως	κεραμεύς	kerame/wj	keramewj	keramewj	kerameu/j	kerameu/j				KERAME/WS	KERAMEU/S
41	25	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	25	D		9	ὡς	ὡς	ως	ὥς	w(j	w(j	wj	w/(j	w(/j				W(S	W(S
41	25	N3V	NSM	9346	κεραμεὺς	κεραμευς	κεραμευς	κεραμεύς	kerameu\j	kerameuj	kerameuj	kerameu/j	kerameu/j				KERAMEU\S	KERAMEU/S
41	25	V2	PAPNSM	4793793	καταπατῶν	καταπατων	καταπατων	καταπατέω	katapatw~n	katapatwn	katapatwn	katapate/w	katapate/w				KATAPATW=N	PATE/W           KATA
41	25	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
41	25	N2	ASM	9474	πηλόν	πηλον	πηλον	πηλός	phlo/n	phlon	phlon	phlo/j	phlo/j			,	PHLO/N	PHLO/S
41	25	D		9	οὕτως	οὑτως	ουτως	οὕτως	ou/(twj	ou(twj	outwj	ou/(twj	ou(/twj				OU(/TWS	OU(/TWS
41	25	VC	FPI2P	903297	καταπατηθήσεσθε	καταπατηθησεσθε	καταπατηθησεσθε	καταπατέω	katapathqh/sesqe	katapathqhsesqe	katapathqhsesqe	katapate/w	katapate/w			.	KATAPATHQH/SESQE	PATE/W           KATA
41	26	RI	NSM	12	τίς	τις	τις	τίς	ti/j	tij	tij	ti/j	ti/j				TI/S	TI/S
41	26	X		5	γὰρ	γαρ	γαρ	γάρ	ga\r	gar	gar	ga/r	ga/r				GA\R	GA/R
41	26	VF2	FAI3S	632961	ἀναγγελεῖ	ἀναγγελει	αναγγελει	ἀναγγέλλω	a)naggelei~	a)naggelei	anaggelei	a)nagge/llw	a)nagge/llw				A)NAGGELEI=	A)GGE/LLW        A)NA
41	26	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
41	26	P		8	ἐξ	ἐξ	εξ	ἐκ	e)c	e)c	ec	e)k	e)k				E)C	E)K
41	26	N1	GSF	13634	ἀρχῆς	ἀρχης	αρχης	ἀρχή	a)rxh~j	a)rxhj	arxhj	a)rxh/	a)rxh/			,	A)RXH=S	A)RXH/
41	26	C		4	ἵνα	ἱνα	ινα	ἵνα	i/(na	i(na	ina	i/(na	i(/na				I(/NA	I(/NA
41	26	VZ	AAS1P	862977	γνῶμεν	γνωμεν	γνωμεν	γινώσκω	gnw~men	gnwmen	gnwmen	ginw/skw	ginw/skw			,	GNW=MEN	GIGNW/SKW
41	26	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	26	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
41	26	D		9	ἔμπροσθεν	ἐμπροσθεν	εμπροσθεν	ἔμπροσθεν	e/)mprosqen	e)mprosqen	emprosqen	e/)mprosqen	e)/mprosqen			,	E)/MPROSQEN	E)/MPROSQEN
41	26	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	26	VF2	FAI1P	862337	ἐροῦμεν	ἐρουμεν	ερουμεν	ἐρέω	e)rou~men	e)roumen	eroumen	e)re/w	e)re/w				E)ROU=MEN	EI)=PON
41	26	C		4	ὅτι	ὁτι	οτι	ὅτι	o/(ti	o(ti	oti	o/(ti	o(/ti				O(/TI	O(/TI
41	26	A3H	APN	18179	ἀληθῆ	ἀληθη	αληθη	ἀληθής	a)lhqh~	a)lhqh	alhqh	a)lhqh/j	a)lhqh/j				A)LHQH=	A)LHQH/S
41	26	V9	PAI3S	631937	ἐστιν	ἐστιν	εστιν	εἰμί	e)stin	e)stin	estin	ei)mi/	ei)mi/			;	E)STIN	EI)MI/
41	26	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
41	26	V9	PAI3S	631937	ἔστιν	ἐστιν	εστιν	εἰμί	e/)stin	e)stin	estin	ei)mi/	ei)mi/				E)/STIN	EI)MI/
41	26	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(	o(				O(	O(
41	26	V1	PAPNSM	4793793	προλέγων	προλεγων	προλεγων	προλέγω	prole/gwn	prolegwn	prolegwn	prole/gw	prole/gw				PROLE/GWN	LE/GW            PRO
41	26	C		4	οὐδὲ	οὐδε	ουδε	οὐδέ	ou)de\	ou)de	oude	ou)de/	ou)de/				OU)DE\	OU)DE/
41	26	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(	o(				O(	O(
41	26	V1	PAPNSM	4793793	ἀκούων	ἀκουων	ακουων	ἀκούω	a)kou/wn	a)kouwn	akouwn	a)kou/w	a)kou/w				A)KOU/WN	A)KOU/W
41	26	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw~n	u(mwn	umwn	u(mw~n	u(mw=n				U(MW=N	SU/
41	26	RA	APM	10	τοὺς	τους	τους	ὁ	tou\j	touj	touj	o(	o(				TOU\S	O(
41	26	N2	APM	9986	λόγους	λογους	λογους	λόγος	lo/gouj	logouj	logouj	lo/goj	lo/goj			.	LO/GOUS	LO/GOS
41	27	N1	ASF	13570	ἀρχὴν	ἀρχην	αρχην	ἀρχή	a)rxh\n	a)rxhn	arxhn	a)rxh/	a)rxh/				A)RXH\N	A)RXH/
41	27	N	DSF	13698	Σιων	σιων	σιων	Σιών	Siwn	siwn	siwn	Siw/n	Siw/n				*SIWN	*SIWN
41	27	VF	FAI1S	600193	δώσω	δωσω	δωσω	δίδωμι	dw/sw	dwsw	dwsw	di/dwmi	di/dwmi				DW/SW	DI/DWMI
41	27	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	27	N	ASF	13570	Ιερουσαλημ	ιερουσαλημ	ιερουσαλημ	Ἱερουσαλήμ	Ierousalhm	ierousalhm	ierousalhm	I(erousalh/m	I(erousalh/m				*IEROUSALHM	*I)EROUSALH/M
41	27	VF	FAI1S	600193	παρακαλέσω	παρακαλεσω	παρακαλεσω	παρακαλέω	parakale/sw	parakalesw	parakalesw	parakale/w	parakale/w				PARAKALE/SW	KALE/W           PARA
41	27	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
41	27	N2	ASF	13570	ὁδόν	ὁδον	οδον	ὁδός	o(do/n	o(don	odon	o(do/j	o(do/j			.	O(DO/N	O(DO/S
41	28	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po\	a)po	apo	a)po/	a)po/				A)PO\	A)PO/
41	28	X		5	γὰρ	γαρ	γαρ	γάρ	ga\r	gar	gar	ga/r	ga/r				GA\R	GA/R
41	28	RA	GPN	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(	o(				TW=N	O(
41	28	N3E	GPN	18242	ἐθνῶν	ἐθνων	εθνων	ἔθνος	e)qnw~n	e)qnwn	eqnwn	e/)qnoj	e)/qnoj				E)QNW=N	E)/QNOS
41	28	I		6	ἰδοὺ	ἰδου	ιδου	ἰδού	i)dou\	i)dou	idou	i)dou/	i)dou/				I)DOU\	I)DOU/
41	28	A3	NSM	9347	οὐδείς	οὐδεις	ουδεις	οὐδείς	ou)dei/j	ou)deij	oudeij	ou)dei/j	ou)dei/j			,	OU)DEI/S	OU)DEI/S
41	28	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
41	28	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po\	a)po	apo	a)po/	a)po/				A)PO\	A)PO/
41	28	RA	GPN	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(	o(				TW=N	O(
41	28	N2N	GPN	18242	εἰδώλων	εἰδωλων	ειδωλων	εἴδωλον	ei)dw/lwn	ei)dwlwn	eidwlwn	ei/)dwlon	ei)/dwlon				EI)DW/LWN	EI)/DWLON
41	28	RD	GPN	11	αὐτῶν	αὐτων	αυτων	αὐτός	au)tw~n	au)twn	autwn	au)to/j	au)to/j				AU)TW=N	AU)TO/S
41	28	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
